"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Crow-Armstrong, Pete","691718","2026","655","397",0.281,0.26,0.02100000000000002,0.574,0.503,0.07099999999999995,0.402,0.372,0.030000000000000027
"Bregman, Alex","608324","2026","653","475",0.259,0.247,0.01200000000000001,0.439,0.377,0.062,0.345,0.318,0.02699999999999997
"Herrera, Iván","671056","2026","651","436",0.251,0.251,0,0.387,0.38,0.007000000000000006,0.335,0.333,0.0020000000000000018
"Henderson, Gunnar","683002","2026","647","437",0.219,0.241,-0.021999999999999992,0.395,0.389,0.006000000000000005,0.307,0.314,-0.007000000000000006
"Busch, Michael","683737","2026","643","402",0.236,0.23,0.005999999999999978,0.39,0.398,-0.008000000000000007,0.329,0.329,0
"Reynolds, Bryan","668804","2026","632","393",0.268,0.258,0.010000000000000009,0.432,0.454,-0.02200000000000002,0.356,0.361,-0.0050000000000000044
"Alonso, Pete","624413","2026","632","399",0.268,0.284,-0.01599999999999996,0.499,0.544,-0.04500000000000004,0.371,0.394,-0.02300000000000002
"McGonigle, Kevin","805808","2026","630","457",0.273,0.261,0.01200000000000001,0.419,0.434,-0.015000000000000013,0.352,0.351,0.0010000000000000009
"Caminero, Junior","691406","2026","630","437",0.282,0.274,0.007999999999999952,0.536,0.497,0.039000000000000035,0.383,0.365,0.018000000000000016
"Tatis Jr., Fernando","665487","2026","629","452",0.282,0.297,-0.015000000000000013,0.447,0.489,-0.04199999999999998,0.346,0.375,-0.029000000000000026
"Stewart, Sal","701398","2026","629","431",0.264,0.257,0.007000000000000006,0.477,0.48,-0.0030000000000000027,0.349,0.35,-0.0010000000000000009
"Olson, Matt","621566","2026","628","404",0.249,0.246,0.0030000000000000027,0.505,0.506,-0.0010000000000000009,0.354,0.353,0.0010000000000000009
"Alvarez, Yordan","670541","2026","627","409",0.312,0.322,-0.010000000000000009,0.595,0.648,-0.05300000000000005,0.424,0.447,-0.02300000000000002
"Vargas, Miguel","678246","2026","627","421",0.25,0.267,-0.017000000000000015,0.482,0.507,-0.025000000000000022,0.365,0.383,-0.018000000000000016
"Neto, Zach","687263","2026","626","368",0.242,0.213,0.028999999999999998,0.436,0.404,0.03199999999999997,0.332,0.307,0.025000000000000022
"Devers, Rafael","646240","2026","624","395",0.258,0.238,0.020000000000000018,0.518,0.471,0.04700000000000004,0.365,0.341,0.023999999999999966
"Hoerner, Nico","663538","2026","624","520",0.266,0.3,-0.033999999999999975,0.359,0.377,-0.018000000000000016,0.302,0.323,-0.02100000000000002
"Schwarber, Kyle","656941","2026","623","326",0.242,0.243,-0.0010000000000000009,0.527,0.505,0.02200000000000002,0.377,0.369,0.008000000000000007
"Turner, Trea","607208","2026","623","446",0.241,0.243,-0.0020000000000000018,0.385,0.369,0.016000000000000014,0.298,0.294,0.0040000000000000036
"Abreu, Wilyer","677800","2026","620","423",0.255,0.253,0.0020000000000000018,0.46,0.469,-0.008999999999999952,0.344,0.347,-0.0030000000000000027
