player_id,player_name,team,value
445276,Kenley Jansen,DET,0.0
457705,Andrew McCutchen,TEX,-0.38
467793,Carlos Santana,ARI,-0.5
500743,Miguel Rojas,LAD,0.81
502054,Tommy Pham,NYM,-0.42
502671,Paul Goldschmidt,NYY,1.39
506702,Sandy León,ATL,-0.56
514888,Jose Altuve,HOU,0.14
516782,Starling Marte,KCR,-0.58
518585,Fernando Cruz,NYY,0.0
518595,Travis d'Arnaud,LAA,0.4
518692,Freddie Freeman,LAD,3.29
518876,Merrill Kelly,ARI,0.0
519317,Giancarlo Stanton,NYY,0.15
521692,Salvador Perez,KCR,-0.3
542303,Marcell Ozuna,PIT,-1.05
543309,Kyle Higashioka,TEX,0.66
543510,James McCann,ARI,0.34
543760,Marcus Semien,NYM,0.29
543807,George Springer,TOR,0.59
543877,Christian Vázquez,HOU,0.51
545121,Ildemaro Vargas,ARI,1.12
545341,Randal Grichuk,NYY,1.11
545361,Mike Trout,LAA,3.7
547180,Bryce Harper,PHI,3.35
547973,Aroldis Chapman,BOS,0.0
553869,Elias Díaz,TEX,0.97
553993,Eugenio Suárez,CIN,0.05
571448,Nolan Arenado,ARI,2.05
571657,Kyle Farmer,ATL,-0.08
571771,Enrique Hernández,LAD,0.0
571912,Luke Maile,KCR,-0.31
571945,Miles Mikolas,WSN,-0.01
571970,Max Muncy,LAD,4.19
572233,Christian Walker,HOU,1.86
573204,Caleb Thielbar,CHC,0.0
573262,Mike Yastrzemski,ATL,0.71
575929,Willson Contreras,BOS,4.28
592206,Nick Castellanos,SDP,-0.96
592450,Aaron Judge,NYY,1.9
592518,Manny Machado,SDP,1.64
592626,Joc Pederson,TEX,1.71
592663,J.T. Realmuto,PHI,0.44
592773,Ryne Stanek,STL,0.0
592885,Christian Yelich,MIL,0.41
593428,Xander Bogaerts,SDP,1.35
593871,Jorge Polanco,NYM,-1.37
593974,Wandy Peralta,SDP,0.0
595879,Javier Báez,DET,-0.73
595978,Austin Hedges,CLE,0.84
596019,Francisco Lindor,NYM,1.55
596103,Austin Slater,TBR,-0.13
