player_id,player_name,team,value
445276.0,Kenley Jansen,DET,0.0
457705.0,Andrew McCutchen,TEX,-0.36
467793.0,Carlos Santana,ARI,-0.5
500743.0,Miguel Rojas,LAD,0.67
502054.0,Tommy Pham,NYM,-0.39
502671.0,Paul Goldschmidt,NYY,1.61
506702.0,Sandy León,ATL,-0.54
514888.0,Jose Altuve,HOU,-0.32
516782.0,Starling Marte,KCR,0.13
518585.0,Fernando Cruz,NYY,0.0
518595.0,Travis d'Arnaud,LAA,0.24
518692.0,Freddie Freeman,LAD,2.51
519317.0,Giancarlo Stanton,NYY,0.14
521692.0,Salvador Perez,KCR,-0.81
542303.0,Marcell Ozuna,PIT,-0.75
543309.0,Kyle Higashioka,TEX,0.32
543510.0,James McCann,ARI,-0.55
543760.0,Marcus Semien,NYM,-0.56
543807.0,George Springer,TOR,-0.07
543877.0,Christian Vázquez,HOU,0.51
545121.0,Ildemaro Vargas,ARI,1.03
545341.0,Randal Grichuk,NYY,0.32000000000000006
545361.0,Mike Trout,LAA,2.76
547180.0,Bryce Harper,PHI,2.38
547973.0,Aroldis Chapman,BOS,0.0
553869.0,Elias Díaz,TEX,0.6799999999999999
553993.0,Eugenio Suárez,CIN,-0.73
571448.0,Nolan Arenado,ARI,1.21
571657.0,Kyle Farmer,ATL,-0.05
571771.0,Enrique Hernández,LAD,0.23
571970.0,Max Muncy,LAD,3.35
572233.0,Christian Walker,HOU,1.87
573204.0,Caleb Thielbar,CHC,0.0
573262.0,Mike Yastrzemski,ATL,0.3
575929.0,Willson Contreras,BOS,3.09
592206.0,Nick Castellanos,SDP,-0.99
592450.0,Aaron Judge,NYY,2.04
592518.0,Manny Machado,SDP,-0.23
592626.0,Joc Pederson,TEX,1.19
592663.0,J.T. Realmuto,PHI,0.32
592885.0,Christian Yelich,MIL,0.5
593428.0,Xander Bogaerts,SDP,1.15
593871.0,Jorge Polanco,NYM,-0.33
595879.0,Javier Báez,DET,-0.36
595978.0,Austin Hedges,CLE,0.61
596019.0,Francisco Lindor,NYM,0.4
596103.0,Austin Slater,TBR,-0.04000000000000001
596115.0,Trevor Story,BOS,-0.04
596117.0,Garrett Stubbs,PHI,-0.04
596133.0,Luke Weaver,NYM,0.0
596142.0,Gary Sánchez,MIL,0.37
596146.0,Max Kepler,ARI,-0.24
600869.0,Jeimer Candelario,LAA,-0.16
602104.0,Ramón Urías,STL,0.08
605137.0,Josh Bell,MIN,0.18
605141.0,Mookie Betts,LAD,1.62
605170.0,Victor Caratini,MIN,0.24
605244.0,Aramis Garcia,ARI,-0.21
606115.0,Orlando Arcia,MIN,-0.01
606192.0,Teoscar Hernández,LAD,0.81
606466.0,Ketel Marte,ARI,1.8
606992.0,Eric Haase,SFG,-0.13
607043.0,Brandon Nimmo,TEX,1.69
607208.0,Trea Turner,PHI,-0.11
608032.0,Carlos Estévez,KCR,0.0
608070.0,José Ramírez,CLE,2.47
