"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Crow-Armstrong, Pete","691718","2026","677","412",0.281,0.264,0.017000000000000015,0.571,0.509,0.061999999999999944,0.401,0.375,0.026000000000000023
"Herrera, Iván","671056","2026","674","449",0.243,0.248,-0.0050000000000000044,0.375,0.376,-0.0010000000000000009,0.329,0.332,-0.0030000000000000027
"Bregman, Alex","608324","2026","673","490",0.262,0.247,0.015000000000000013,0.448,0.377,0.07100000000000001,0.35,0.32,0.02999999999999997
"Henderson, Gunnar","683002","2026","664","447",0.223,0.243,-0.01999999999999999,0.401,0.397,0.0040000000000000036,0.312,0.32,-0.008000000000000007
"Busch, Michael","683737","2026","663","414",0.238,0.23,0.00799999999999998,0.395,0.401,-0.006000000000000005,0.331,0.33,0.0010000000000000009
"Alonso, Pete","624413","2026","656","412",0.268,0.283,-0.014999999999999958,0.496,0.54,-0.04400000000000004,0.371,0.393,-0.02200000000000002
"Olson, Matt","621566","2026","654","423",0.248,0.247,0.0010000000000000009,0.505,0.506,-0.0010000000000000009,0.353,0.354,-0.0010000000000000009
"Tatis Jr., Fernando","665487","2026","654","469",0.289,0.297,-0.008000000000000007,0.462,0.493,-0.030999999999999972,0.354,0.377,-0.02300000000000002
"McGonigle, Kevin","805808","2026","654","474",0.273,0.264,0.009000000000000008,0.425,0.44,-0.015000000000000013,0.354,0.354,0
"Reynolds, Bryan","668804","2026","654","409",0.266,0.257,0.009000000000000008,0.429,0.454,-0.025000000000000022,0.353,0.359,-0.006000000000000005
"Vargas, Miguel","678246","2026","653","438",0.249,0.265,-0.016000000000000014,0.475,0.505,-0.030000000000000027,0.361,0.38,-0.019000000000000017
"Caminero, Junior","691406","2026","651","455",0.279,0.272,0.007000000000000006,0.532,0.494,0.038000000000000034,0.38,0.362,0.018000000000000016
"Stewart, Sal","701398","2026","649","444",0.268,0.258,0.010000000000000009,0.473,0.475,-0.0020000000000000018,0.348,0.348,0
"Neto, Zach","687263","2026","648","382",0.242,0.215,0.026999999999999996,0.444,0.411,0.03300000000000003,0.334,0.31,0.02400000000000002
