"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Wood, James","695578","2026","464","244",0.275,0.277,-0.0020000000000000018,0.563,0.612,-0.049000000000000044,0.411,0.43,-0.019000000000000017
"Henderson, Gunnar","683002","2026","448","305",0.219,0.235,-0.015999999999999986,0.394,0.384,0.010000000000000009,0.299,0.303,-0.0040000000000000036
"Ward, Taylor","621493","2026","448","274",0.253,0.251,0.0020000000000000018,0.363,0.382,-0.019000000000000017,0.342,0.347,-0.004999999999999949
"Bregman, Alex","608324","2026","439","312",0.236,0.236,0,0.353,0.353,0,0.308,0.308,0
"Busch, Michael","683737","2026","433","261",0.239,0.231,0.00799999999999998,0.4,0.414,-0.013999999999999957,0.344,0.345,-0.0010000000000000009
"Herrera, Iván","671056","2026","433","288",0.242,0.248,-0.006000000000000005,0.38,0.38,0,0.339,0.342,-0.0030000000000000027
"Neto, Zach","687263","2026","431","245",0.235,0.203,0.03199999999999997,0.449,0.406,0.04299999999999998,0.337,0.309,0.028000000000000025
"Reynolds, Bryan","668804","2026","430","262",0.286,0.259,0.02699999999999997,0.482,0.458,0.023999999999999966,0.387,0.37,0.017000000000000015
"Alvarez, Yordan","670541","2026","430","286",0.32,0.336,-0.016000000000000014,0.635,0.713,-0.07799999999999996,0.441,0.475,-0.033999999999999975
"Alonso, Pete","624413","2026","428","264",0.248,0.27,-0.02200000000000002,0.466,0.509,-0.04299999999999998,0.352,0.377,-0.025000000000000022
"Hoerner, Nico","663538","2026","428","354",0.243,0.287,-0.043999999999999984,0.335,0.362,-0.02699999999999997,0.291,0.319,-0.028000000000000025
"Crow-Armstrong, Pete","691718","2026","427","257",0.284,0.256,0.02799999999999997,0.519,0.465,0.05399999999999999,0.388,0.359,0.029000000000000026
"Olson, Matt","621566","2026","426","279",0.266,0.251,0.015000000000000013,0.536,0.513,0.02300000000000002,0.372,0.36,0.01200000000000001
"Tatis Jr., Fernando","665487","2026","425","298",0.282,0.285,-0.0030000000000000027,0.385,0.435,-0.04999999999999999,0.323,0.352,-0.02899999999999997
"Turner, Trea","607208","2026","424","303",0.241,0.244,-0.0030000000000000027,0.373,0.372,0.0010000000000000009,0.292,0.294,-0.0020000000000000018
"Schwarber, Kyle","656941","2026","423","213",0.255,0.244,0.01100000000000001,0.566,0.521,0.04499999999999993,0.397,0.377,0.020000000000000018
"Stewart, Sal","701398","2026","423","286",0.254,0.253,0.0010000000000000009,0.47,0.472,-0.0020000000000000018,0.346,0.352,-0.006000000000000005
"Caminero, Junior","691406","2026","423","290",0.281,0.277,0.0040000000000000036,0.556,0.513,0.04300000000000004,0.392,0.375,0.017000000000000015
"McGonigle, Kevin","805808","2026","422","300",0.281,0.268,0.013000000000000012,0.418,0.439,-0.02100000000000002,0.361,0.361,0
"Turang, Brice","668930","2026","421","262",0.263,0.254,0.009000000000000008,0.46,0.442,0.018000000000000016,0.356,0.346,0.010000000000000009
"Bichette, Bo","666182","2026","421","319",0.251,0.281,-0.030000000000000027,0.37,0.422,-0.05199999999999999,0.293,0.326,-0.03300000000000003
