"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Crow-Armstrong, Pete","691718","2026","692","421",0.28,0.264,0.016000000000000014,0.576,0.513,0.06299999999999994,0.402,0.376,0.026000000000000023
"Bregman, Alex","608324","2026","686","501",0.262,0.249,0.013000000000000012,0.454,0.383,0.07100000000000001,0.352,0.322,0.02999999999999997
"Herrera, Iván","671056","2026","682","454",0.242,0.247,-0.0050000000000000044,0.373,0.374,-0.0010000000000000009,0.327,0.331,-0.0040000000000000036
"Henderson, Gunnar","683002","2026","678","455",0.224,0.245,-0.02099999999999999,0.399,0.397,0.0020000000000000018,0.311,0.32,-0.009000000000000008
"Busch, Michael","683737","2026","676","420",0.236,0.23,0.005999999999999978,0.391,0.399,-0.008000000000000007,0.331,0.33,0.0010000000000000009
"McGonigle, Kevin","805808","2026","674","487",0.277,0.268,0.009000000000000008,0.428,0.45,-0.02200000000000002,0.358,0.361,-0.0030000000000000027
"Tatis Jr., Fernando","665487","2026","674","481",0.285,0.296,-0.01100000000000001,0.461,0.495,-0.033999999999999975,0.353,0.377,-0.02400000000000002
"Reynolds, Bryan","668804","2026","672","421",0.263,0.253,0.010000000000000009,0.427,0.445,-0.018000000000000016,0.351,0.354,-0.0030000000000000027
"Vargas, Miguel","678246","2026","671","451",0.249,0.265,-0.016000000000000014,0.477,0.502,-0.025000000000000022,0.361,0.378,-0.017000000000000015
"Alonso, Pete","624413","2026","670","420",0.267,0.283,-0.01599999999999996,0.506,0.546,-0.040000000000000036,0.373,0.395,-0.02200000000000002
"Caminero, Junior","691406","2026","669","464",0.277,0.272,0.0050000000000000044,0.533,0.497,0.03600000000000003,0.381,0.364,0.017000000000000015
"Olson, Matt","621566","2026","667","434",0.253,0.248,0.0050000000000000044,0.509,0.507,0.0020000000000000018,0.356,0.354,0.0020000000000000018
"Neto, Zach","687263","2026","666","388",0.24,0.214,0.025999999999999995,0.438,0.408,0.030000000000000027,0.334,0.312,0.02200000000000002
"Stewart, Sal","701398","2026","665","456",0.271,0.259,0.01200000000000001,0.476,0.475,0.0010000000000000009,0.35,0.348,0.0020000000000000018
"Schwarber, Kyle","656941","2026","664","346",0.235,0.237,-0.0020000000000000018,0.513,0.494,0.019000000000000017,0.37,0.364,0.006000000000000005
"Turner, Trea","607208","2026","663","475",0.239,0.241,-0.0020000000000000018,0.379,0.365,0.014000000000000012,0.296,0.292,0.0040000000000000036
"Díaz, Yandy","650490","2026","660","500",0.293,0.281,0.011999999999999955,0.451,0.441,0.010000000000000009,0.352,0.347,0.0050000000000000044
"Bichette, Bo","666182","2026","658","492",0.263,0.278,-0.015000000000000013,0.388,0.415,-0.02699999999999997,0.308,0.325,-0.017000000000000015
"Hoerner, Nico","663538","2026","657","552",0.263,0.298,-0.034999999999999976,0.353,0.376,-0.02300000000000002,0.298,0.321,-0.02300000000000002
"Harper, Bryce","547180","2026","657","409",0.272,0.272,0,0.494,0.487,0.007000000000000006,0.381,0.383,-0.0020000000000000018
"Alvarez, Yordan","670541","2026","654","425",0.313,0.318,-0.0050000000000000044,0.601,0.64,-0.039000000000000035,0.427,0.443,-0.016000000000000014
