player_id,player_name,team,value
434378,Justin Verlander,DET,-0.21
445276,Kenley Jansen,DET,0.38
453286,Max Scherzer,TOR,-0.6
455119,Chris Martin,TEX,-0.77
471911,Carlos Carrasco,ATL,-0.21
472610,Luis Garcia,NYM,-0.63
476594,Robert Stock,NYM,-0.32
489446,Kirby Yates,PIT,0.32
500743,Miguel Rojas,LAD,-0.19
500779,Jose Quintana,COL,0.35
518585,Fernando Cruz,NYY,1.18
518876,Merrill Kelly,ARI,0.33
518886,Craig Kimbrel,NYM,-0.09999999999999999
519141,Drew Pomeranz,CHC,-0.32
519242,Chris Sale,ATL,4.1
527048,Martín Pérez,ATL,2.37
542888,Shawn Armstrong,CLE,-0.02
543037,Gerrit Cole,NYY,1.99
543056,Danny Coulombe,BOS,-0.07
543135,Nathan Eovaldi,TEX,1.17
543243,Sonny Gray,BOS,2.88
543309,Kyle Higashioka,TEX,-0.23
543510,James McCann,ARI,-0.17
544150,Albert Suárez,BAL,0.04
545121,Ildemaro Vargas,ARI,-0.03
547179,Michael Lorenzen,COL,-1.55
547184,Michael Kelly,ATH,-0.83
547973,Aroldis Chapman,BOS,1.24
548384,Brooks Raley,PHI,1.55
552640,Andrew Kittredge,BAL,-0.47
554430,Zack Wheeler,PHI,4.62
571510,Matthew Boyd,CHC,0.93
571578,Patrick Corbin,TOR,0.04
571927,Steven Matz,TBR,-0.61
571945,Miles Mikolas,WSN,-0.98
571948,Hoby Milner,CHC,0.29
572143,Burch Smith,DET,0.12
572955,Pierce Johnson,CIN,0.22
573009,Joe Mantiply,TOR,0.48
573124,Taylor Rogers,MIN,0.13
573204,Caleb Thielbar,CHC,-0.5
579328,Yusei Kikuchi,LAA,0.0
592094,Jason Adam,SDP,0.95
592155,Cam Booser,TBR,0.67
592332,Kevin Gausman,CHC,1.5799999999999998
592454,Tommy Kahnle,BOS,-0.2
592662,Robbie Ray,SDP,1.9699999999999998
592773,Ryne Stanek,STL,-0.13
592779,Brock Stewart,LAD,0.24
592791,Jameson Taillon,CHC,-1.08
592826,Vince Velasquez,CHC,0.11
592836,Taijuan Walker,PHI,-0.66
592866,Trevor Williams,WSN,0.34
593958,Eduardo Rodríguez,ARI,4.36
593974,Wandy Peralta,SDP,0.81
594027,Tyron Guerrero,BOS,0.46
594580,Sam Moll,CIN,-0.11
594798,Jacob deGrom,TEX,1.77
594835,Marco Gonzales,TEX,0.17
595014,Blake Treinen,LAD,0.26
595345,Steven Okert,HOU,1.89
595978,Austin Hedges,CLE,-0.02
596001,Jakob Junis,TEX,1.01
596117,Garrett Stubbs,PHI,0.01
596133,Luke Weaver,PIT,1.94
601713,Nick Pivetta,SDP,0.14
605130,Scott Barlow,ATH,-0.54
605135,Chris Bassitt,BAL,0.02
605154,John Brebbia,COL,-0.09
605156,Aaron Brooks,TBR,-0.53
605218,Carl Edwards Jr.,NYM,0.16
605280,Clay Holmes,CHC,1.7100000000000002
605288,Adrian Houser,SFG,-0.02
605335,Brandon Leibrandt,CIN,-0.09
605400,Aaron Nola,PHI,0.94
605441,Yacksel Ríos,CHC,0.05
605447,Jordan Romano,COL,-0.22999999999999998
605452,Joe Ross,ARI,-0.45999999999999996
605483,Blake Snell,LAD,-0.24
605488,Jeffrey Springs,ATH,-0.58
605540,Brandon Woodruff,MIL,1.12
606115,Orlando Arcia,MIN,-0.02
606303,Joel Payamps,ATL,-0.41
606965,Chris Devenski,PIT,-0.05
606996,Kyle Hart,SDP,0.16
607067,Colin Rea,CHC,-0.14
