"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Wood, James","695578","2026","479","253",0.273,0.276,-0.0030000000000000027,0.556,0.601,-0.04499999999999993,0.406,0.425,-0.01899999999999996
"Henderson, Gunnar","683002","2026","458","311",0.224,0.236,-0.011999999999999983,0.402,0.383,0.019000000000000017,0.304,0.303,0.0010000000000000009
"Ward, Taylor","621493","2026","458","280",0.251,0.249,0.0020000000000000018,0.361,0.378,-0.017000000000000015,0.342,0.347,-0.004999999999999949
"Bregman, Alex","608324","2026","454","323",0.241,0.236,0.0050000000000000044,0.362,0.353,0.009000000000000008,0.313,0.308,0.0050000000000000044
"Busch, Michael","683737","2026","448","269",0.244,0.23,0.013999999999999985,0.407,0.408,-0.0010000000000000009,0.346,0.341,0.004999999999999949
"Herrera, Iván","671056","2026","447","298",0.244,0.247,-0.0030000000000000027,0.377,0.375,0.0020000000000000018,0.336,0.338,-0.0020000000000000018
"Neto, Zach","687263","2026","444","253",0.238,0.204,0.034,0.445,0.406,0.03899999999999998,0.337,0.309,0.028000000000000025
"Hoerner, Nico","663538","2026","443","367",0.247,0.292,-0.044999999999999984,0.34,0.367,-0.02699999999999997,0.293,0.322,-0.029000000000000026
"Alvarez, Yordan","670541","2026","442","295",0.326,0.337,-0.01100000000000001,0.649,0.718,-0.06899999999999995,0.447,0.476,-0.02899999999999997
"Crow-Armstrong, Pete","691718","2026","441","265",0.285,0.258,0.02699999999999997,0.521,0.466,0.05499999999999999,0.389,0.361,0.028000000000000025
"Olson, Matt","621566","2026","439","287",0.267,0.25,0.017000000000000015,0.531,0.509,0.02200000000000002,0.371,0.358,0.013000000000000012
"Caminero, Junior","691406","2026","439","301",0.288,0.282,0.006000000000000005,0.559,0.515,0.04400000000000004,0.397,0.379,0.018000000000000016
"Reynolds, Bryan","668804","2026","439","265",0.282,0.255,0.02699999999999997,0.474,0.45,0.023999999999999966,0.382,0.366,0.016000000000000014
"Tatis Jr., Fernando","665487","2026","439","310",0.286,0.289,-0.0030000000000000027,0.403,0.446,-0.04299999999999998,0.331,0.357,-0.025999999999999968
"Alonso, Pete","624413","2026","438","267",0.246,0.266,-0.020000000000000018,0.46,0.502,-0.04199999999999998,0.351,0.374,-0.02300000000000002
"Turner, Trea","607208","2026","437","310",0.246,0.244,0.0020000000000000018,0.394,0.374,0.020000000000000018,0.302,0.295,0.007000000000000006
"Stewart, Sal","701398","2026","436","295",0.249,0.249,0,0.466,0.47,-0.003999999999999948,0.34,0.348,-0.007999999999999952
"Bichette, Bo","666182","2026","436","328",0.256,0.283,-0.02699999999999997,0.373,0.422,-0.04899999999999999,0.298,0.329,-0.031000000000000028
"Schwarber, Kyle","656941","2026","435","216",0.248,0.239,0.009000000000000008,0.55,0.509,0.041000000000000036,0.389,0.372,0.017000000000000015
"McGonigle, Kevin","805808","2026","435","309",0.282,0.268,0.013999999999999957,0.425,0.442,-0.017000000000000015,0.364,0.362,0.0020000000000000018
"Albies, Ozzie","645277","2026","434","339",0.262,0.237,0.025000000000000022,0.432,0.362,0.07,0.321,0.286,0.03500000000000003
"Turang, Brice","668930","2026","433","270",0.258,0.252,0.006000000000000005,0.452,0.438,0.014000000000000012,0.35,0.343,0.006999999999999951
"Pages, Andy","681624","2026","433","304",0.269,0.267,0.0020000000000000018,0.463,0.442,0.02100000000000002,0.345,0.339,0.00599999999999995
"Wetherholt, JJ","802139","2026","431","306",0.257,0.258,-0.0010000000000000009,0.397,0.432,-0.034999999999999976,0.334,0.348,-0.013999999999999957
"Vargas, Miguel","678246","2026","431","296",0.247,0.273,-0.026000000000000023,0.492,0.534,-0.04200000000000004,0.364,0.395,-0.031000000000000028
"Aranda, Jonathan","666018","2026","431","274",0.289,0.264,0.024999999999999967,0.452,0.45,0.0020000000000000018,0.366,0.36,0.006000000000000005
"Edwards, Xavier","669364","2026","430","321",0.293,0.265,0.02799999999999997,0.409,0.377,0.03199999999999997,0.344,0.323,0.020999999999999963
"Freeman, Freddie","518692","2026","429","305",0.284,0.288,-0.0040000000000000036,0.472,0.491,-0.019000000000000017,0.365,0.377,-0.01200000000000001
"Devers, Rafael","646240","2026","429","268",0.241,0.227,0.013999999999999985,0.466,0.445,0.02100000000000002,0.332,0.319,0.013000000000000012
"Harper, Bryce","547180","2026","429","278",0.258,0.274,-0.016000000000000014,0.497,0.508,-0.01100000000000001,0.369,0.386,-0.017000000000000015
"Marte, Ketel","606466","2026","428","333",0.256,0.292,-0.035999999999999976,0.458,0.493,-0.034999999999999976,0.33,0.362,-0.03199999999999997
"Ohtani, Shohei","660271","2026","428","261",0.287,0.288,-0.0010000000000000009,0.531,0.568,-0.03699999999999992,0.391,0.408,-0.01699999999999996
"Lopez, Otto","672640","2026","424","338",0.332,0.29,0.04200000000000004,0.501,0.443,0.057999999999999996,0.374,0.338,0.035999999999999976
"Díaz, Yandy","650490","2026","423","318",0.312,0.293,0.019000000000000017,0.476,0.454,0.021999999999999964,0.375,0.364,0.01100000000000001
"Lile, Daylen","695734","2026","423","315",0.247,0.255,-0.008000000000000007,0.409,0.415,-0.006000000000000005,0.306,0.315,-0.009000000000000008
"Abreu, Wilyer","677800","2026","421","292",0.267,0.261,0.006000000000000005,0.461,0.48,-0.01899999999999996,0.345,0.35,-0.0050000000000000044
"Greene, Riley","682985","2026","420","251",0.285,0.26,0.024999999999999967,0.471,0.478,-0.007000000000000006,0.368,0.363,0.0050000000000000044
"Burleson, Alec","676475","2026","420","320",0.282,0.298,-0.016000000000000014,0.466,0.539,-0.07300000000000001,0.35,0.384,-0.03400000000000003
"Arraez, Luis","650333","2026","420","374",0.323,0.284,0.039000000000000035,0.45,0.37,0.08000000000000002,0.349,0.304,0.044999999999999984
"Happ, Ian","664023","2026","419","229",0.218,0.206,0.01200000000000001,0.429,0.416,0.013000000000000012,0.333,0.323,0.010000000000000009
"Adell, Jo","666176","2026","419","301",0.243,0.262,-0.019000000000000017,0.402,0.443,-0.04099999999999998,0.302,0.326,-0.02400000000000002
"Abrams, CJ","682928","2026","418","282",0.279,0.259,0.020000000000000018,0.538,0.463,0.07500000000000001,0.379,0.349,0.030000000000000027
"Bellinger, Cody","641355","2026","418","300",0.255,0.277,-0.02200000000000002,0.416,0.419,-0.0030000000000000027,0.335,0.349,-0.013999999999999957
"Walker, Jordan","691023","2026","418","277",0.292,0.284,0.008000000000000007,0.523,0.509,0.014000000000000012,0.376,0.37,0.006000000000000005
"Merrill, Jackson","701538","2026","416","282",0.222,0.245,-0.022999999999999993,0.368,0.424,-0.055999999999999994,0.283,0.313,-0.030000000000000027
"Carroll, Corbin","682998","2026","415","267",0.249,0.248,0.0010000000000000009,0.476,0.44,0.035999999999999976,0.352,0.341,0.010999999999999954
"Lowe, Brandon","664040","2026","415","262",0.245,0.245,0,0.478,0.453,0.024999999999999967,0.339,0.336,0.0030000000000000027
"Witt Jr., Bobby","677951","2026","414","299",0.279,0.306,-0.02699999999999997,0.45,0.517,-0.067,0.346,0.386,-0.040000000000000036
"Machado, Manny","592518","2026","413","276",0.204,0.238,-0.034,0.433,0.439,-0.006000000000000005,0.312,0.331,-0.019000000000000017
"Perdomo, Geraldo","672695","2026","413","301",0.24,0.251,-0.01100000000000001,0.361,0.339,0.021999999999999964,0.324,0.327,-0.0030000000000000027
"Kurtz, Nick","701762","2026","412","204",0.266,0.25,0.016000000000000014,0.497,0.493,0.0040000000000000036,0.389,0.379,0.010000000000000009
"Walker, Christian","572233","2026","410","275",0.234,0.224,0.010000000000000009,0.454,0.383,0.07100000000000001,0.33,0.3,0.030000000000000027
"Naylor, Josh","647304","2026","409","324",0.258,0.273,-0.015000000000000013,0.355,0.394,-0.039000000000000035,0.301,0.321,-0.020000000000000018
"Langeliers, Shea","669127","2026","409","276",0.26,0.267,-0.007000000000000006,0.496,0.516,-0.020000000000000018,0.355,0.364,-0.009000000000000008
"Meidroth, Chase","805367","2026","407","269",0.269,0.23,0.03900000000000001,0.375,0.32,0.05499999999999999,0.32,0.285,0.03500000000000003
"Guerrero Jr., Vladimir","665489","2026","407","306",0.256,0.285,-0.02899999999999997,0.349,0.406,-0.05700000000000005,0.305,0.341,-0.03600000000000003
"Paredes, Isaac","670623","2026","406","292",0.26,0.244,0.016000000000000014,0.429,0.37,0.059,0.345,0.318,0.02699999999999997
"Rice, Ben","700250","2026","406","260",0.281,0.277,0.0040000000000000036,0.594,0.53,0.06399999999999995,0.406,0.386,0.020000000000000018
"Adames, Willy","642715","2026","405","262",0.225,0.221,0.0040000000000000036,0.43,0.397,0.032999999999999974,0.305,0.293,0.01200000000000001
"Rumfield, TJ","681198","2026","405","298",0.297,0.253,0.043999999999999984,0.475,0.385,0.08999999999999997,0.374,0.325,0.04899999999999999
"Riley, Austin","663586","2026","405","246",0.213,0.211,0.0020000000000000018,0.355,0.391,-0.03600000000000003,0.29,0.302,-0.01200000000000001
"Nimmo, Brandon","607043","2026","405","280",0.268,0.29,-0.021999999999999964,0.433,0.511,-0.07800000000000001,0.336,0.374,-0.03799999999999998
"Benge, Carson","701807","2026","404","283",0.263,0.284,-0.020999999999999963,0.398,0.439,-0.04099999999999998,0.319,0.342,-0.02300000000000002
"Young, Cole","702284","2026","404","300",0.251,0.275,-0.02400000000000002,0.401,0.423,-0.021999999999999964,0.312,0.331,-0.019000000000000017
"Contreras, William","661388","2026","404","310",0.275,0.272,0.0030000000000000027,0.397,0.443,-0.045999999999999985,0.323,0.338,-0.015000000000000013
"Okamoto, Kazuma","672960","2026","403","236",0.227,0.214,0.013000000000000012,0.445,0.434,0.01100000000000001,0.329,0.321,0.008000000000000007
"Marsee, Jakob","805300","2026","403","253",0.192,0.216,-0.023999999999999994,0.287,0.307,-0.020000000000000018,0.28,0.298,-0.01799999999999996
"Arozarena, Randy","668227","2026","401","258",0.282,0.263,0.01899999999999996,0.446,0.419,0.027000000000000024,0.366,0.352,0.014000000000000012
"Montgomery, Colson","695657","2026","398","227",0.222,0.223,-0.0010000000000000009,0.472,0.447,0.024999999999999967,0.333,0.325,0.008000000000000007
"Tucker, Kyle","663656","2026","397","269",0.238,0.262,-0.02400000000000002,0.363,0.385,-0.02200000000000002,0.312,0.332,-0.020000000000000018
"Jung, Josh","673962","2026","396","286",0.294,0.286,0.008000000000000007,0.441,0.432,0.009000000000000008,0.352,0.347,0.0050000000000000044
"Bell, Josh","605137","2026","395","277",0.251,0.249,0.0020000000000000018,0.428,0.442,-0.014000000000000012,0.321,0.324,-0.0030000000000000027
"Clement, Ernie","676391","2026","395","343",0.3,0.259,0.04099999999999998,0.43,0.347,0.08300000000000002,0.327,0.277,0.04999999999999999
"Perez, Salvador","521692","2026","395","288",0.211,0.227,-0.016000000000000014,0.356,0.398,-0.04200000000000004,0.267,0.293,-0.025999999999999968
"Bohm, Alec","664761","2026","395","304",0.222,0.244,-0.021999999999999992,0.364,0.373,-0.009000000000000008,0.284,0.3,-0.016000000000000014
"Duran, Jarren","680776","2026","395","246",0.191,0.224,-0.033,0.34,0.375,-0.034999999999999976,0.261,0.294,-0.032999999999999974
"Burger, Jake","669394","2026","394","259",0.239,0.238,0.0010000000000000009,0.422,0.409,0.013000000000000012,0.315,0.309,0.006000000000000005
"Rodríguez, Julio","677594","2026","393","276",0.258,0.272,-0.014000000000000012,0.426,0.472,-0.045999999999999985,0.326,0.349,-0.022999999999999965
"Dubón, Mauricio","643289","2026","393","306",0.262,0.265,-0.0030000000000000027,0.412,0.386,0.025999999999999968,0.319,0.31,0.009000000000000008
"Goodman, Hunter","696100","2026","393","229",0.257,0.239,0.018000000000000016,0.565,0.489,0.07599999999999996,0.375,0.34,0.034999999999999976
"Schmitt, Casey","669477","2026","392","299",0.273,0.29,-0.01699999999999996,0.478,0.513,-0.03500000000000003,0.334,0.356,-0.021999999999999964
"Torkelson, Spencer","679529","2026","392","217",0.205,0.215,-0.010000000000000009,0.415,0.415,0,0.313,0.318,-0.0050000000000000044
"Gonzales, Nick","693304","2026","391","286",0.309,0.28,0.02899999999999997,0.404,0.382,0.02200000000000002,0.344,0.323,0.020999999999999963
"Lee, Brooks","686797","2026","389","296",0.252,0.23,0.021999999999999992,0.429,0.334,0.09499999999999997,0.322,0.277,0.044999999999999984
"Rafaela, Ceddanne","678882","2026","389","288",0.281,0.245,0.03600000000000003,0.433,0.351,0.08200000000000002,0.331,0.284,0.04700000000000004
"Bogaerts, Xander","593428","2026","385","267",0.22,0.24,-0.01999999999999999,0.327,0.372,-0.044999999999999984,0.289,0.314,-0.025000000000000022
"Marsh, Brandon","669016","2026","384","259",0.29,0.266,0.023999999999999966,0.476,0.434,0.04199999999999998,0.345,0.318,0.02699999999999997
"Dingler, Dillon","693307","2026","383","266",0.271,0.287,-0.01599999999999996,0.536,0.526,0.010000000000000009,0.372,0.379,-0.007000000000000006
"Contreras, Willson","575929","2026","380","234",0.289,0.275,0.013999999999999957,0.557,0.532,0.025000000000000022,0.403,0.394,0.009000000000000008
"Rocchio, Brayan","677587","2026","380","292",0.274,0.256,0.018000000000000016,0.406,0.36,0.04600000000000004,0.328,0.305,0.02300000000000002
"Winn, Masyn","691026","2026","377","265",0.238,0.248,-0.010000000000000009,0.322,0.323,-0.0010000000000000009,0.287,0.297,-0.010000000000000009
"Harris II, Michael","671739","2026","376","285",0.301,0.297,0.0040000000000000036,0.506,0.507,-0.0010000000000000009,0.358,0.359,-0.0010000000000000009
"Swanson, Dansby","621020","2026","376","250",0.215,0.218,-0.0030000000000000027,0.414,0.387,0.02699999999999997,0.309,0.303,0.006000000000000005
"Smith, Cam","701358","2026","375","248",0.21,0.249,-0.03900000000000001,0.362,0.447,-0.08500000000000002,0.286,0.334,-0.04800000000000004
"Trout, Mike","545361","2026","375","205",0.233,0.258,-0.024999999999999994,0.46,0.539,-0.07900000000000001,0.368,0.402,-0.03400000000000003
"Simpson, Chandler","802415","2026","375","321",0.289,0.257,0.03199999999999997,0.352,0.294,0.057999999999999996,0.3,0.264,0.035999999999999976
"Chisholm Jr., Jazz","665862","2026","375","225",0.228,0.212,0.016000000000000014,0.422,0.383,0.03899999999999998,0.316,0.297,0.019000000000000017
"Steer, Spencer","668715","2026","374","250",0.245,0.247,-0.0020000000000000018,0.432,0.459,-0.027000000000000024,0.332,0.345,-0.012999999999999956
"Kwan, Steven","680757","2026","374","284",0.239,0.261,-0.02200000000000002,0.299,0.322,-0.02300000000000002,0.299,0.316,-0.017000000000000015
"Lee, Jung Hoo","808982","2026","372","316",0.303,0.293,0.010000000000000009,0.423,0.38,0.04299999999999998,0.331,0.313,0.018000000000000016
"Stott, Bryson","681082","2026","371","275",0.251,0.263,-0.01200000000000001,0.396,0.404,-0.008000000000000007,0.309,0.318,-0.009000000000000008
"Keaschall, Luke","807712","2026","370","267",0.26,0.23,0.03,0.348,0.332,0.01599999999999996,0.314,0.296,0.018000000000000016
"Soderstrom, Tyler","691016","2026","370","255",0.247,0.256,-0.009000000000000008,0.475,0.429,0.045999999999999985,0.353,0.342,0.010999999999999954
"Jensen, Carter","695600","2026","369","230",0.242,0.21,0.032,0.436,0.37,0.066,0.322,0.287,0.03500000000000003
"Arenado, Nolan","571448","2026","368","252",0.243,0.235,0.008000000000000007,0.419,0.36,0.059,0.32,0.295,0.025000000000000022
"Caglianone, Jac","695506","2026","367","233",0.258,0.272,-0.014000000000000012,0.463,0.499,-0.035999999999999976,0.337,0.356,-0.01899999999999996
"Suzuki, Seiya","673548","2026","367","228",0.27,0.256,0.014000000000000012,0.472,0.43,0.04199999999999998,0.36,0.339,0.020999999999999963
"Hicks, Liam","689414","2026","363","288",0.285,0.249,0.035999999999999976,0.453,0.351,0.10200000000000004,0.353,0.308,0.044999999999999984
"Bauers, Jake","641343","2026","363","212",0.259,0.251,0.008000000000000007,0.489,0.466,0.022999999999999965,0.37,0.359,0.01100000000000001
"De La Cruz, Elly","682829","2026","362","226",0.28,0.275,0.0050000000000000044,0.509,0.491,0.018000000000000016,0.372,0.367,0.0050000000000000044
"Soto, Juan","665742","2026","357","247",0.283,0.297,-0.014000000000000012,0.539,0.589,-0.04999999999999993,0.399,0.421,-0.021999999999999964
"O'Hearn, Ryan","656811","2026","356","244",0.281,0.257,0.02400000000000002,0.472,0.419,0.05299999999999999,0.354,0.327,0.02699999999999997
"Tovar, Ezequiel","678662","2026","355","244",0.195,0.218,-0.022999999999999993,0.32,0.361,-0.04099999999999998,0.245,0.272,-0.027000000000000024
"Muncy, Max","571970","2026","354","226",0.263,0.253,0.010000000000000009,0.506,0.494,0.01200000000000001,0.373,0.364,0.009000000000000008
"DeLauter, Chase","800050","2026","354","273",0.288,0.28,0.007999999999999952,0.458,0.436,0.02200000000000002,0.354,0.346,0.008000000000000007
"Chapman, Matt","656305","2026","352","229",0.235,0.21,0.024999999999999994,0.368,0.319,0.04899999999999999,0.308,0.286,0.02200000000000002
"Clemens, Kody","665019","2026","351","242",0.241,0.252,-0.01100000000000001,0.484,0.45,0.033999999999999975,0.334,0.331,0.0030000000000000027
"Crawford, J.P.","641487","2026","349","224",0.215,0.243,-0.027999999999999997,0.352,0.372,-0.020000000000000018,0.315,0.332,-0.017000000000000015
"Duran, Ezequiel","677649","2026","345","236",0.268,0.252,0.016000000000000014,0.433,0.372,0.061,0.329,0.304,0.025000000000000022
"Baldwin, Drake","686948","2026","343","227",0.271,0.283,-0.011999999999999955,0.472,0.525,-0.05300000000000005,0.364,0.387,-0.02300000000000002
"Buxton, Byron","621439","2026","342","232",0.275,0.253,0.02200000000000002,0.572,0.519,0.052999999999999936,0.381,0.353,0.028000000000000025
"Baty, Brett","683146","2026","341","215",0.221,0.235,-0.013999999999999985,0.32,0.369,-0.04899999999999999,0.276,0.303,-0.02699999999999997
